OJEDA,19.644
LEAL,19.580
BURGOS,19.351
CARRETERO,19.162
OLIVER,19.145
BONILLA,18.859
SOSA,18.680
ROIG,18.486
ARAGON,18.445
CARRION,18.312
CLEMENTE,18.229
VILLA,18.179
CASTELLANO,18.132
CORDOBA,18.012
CARRERA,17.974
HERNANDO,17.971
ROSA,17.959
ANDREU,17.903
CACERES,17.886
MOHAMED,17.776
CALERO,17.766
CARDENAS,17.577
COBO,17.556
CORREA,17.515
JUAREZ,17.451
VELAZQUEZ,17.444
ALCARAZ,17.422
CHACON,17.377
FERREIRA,17.285
SOLA,17.269
DOMENECH,17.266
ZAPATA,17.247
RIERA,17.245
SAAVEDRA,17.220
TOLEDO,17.195
LLORENTE,17.171
MORAL,17.051
VELA,16.925
SALGADO,16.761
CARBONELL,16.629
VILLEGAS,16.565
ARRIBAS,16.497
ALFONSO,16.433
SEVILLA,16.423
AYALA,16.422
PRADO,16.413
REQUENA,16.412
PELAEZ,16.330
BARRIOS,16.292
FONT,16.288
PIÑEIRO,16.188
OLIVARES,16.177
CARBALLO,16.169
LUIS,16.127
ESTEVE,16.017
SOLIS,15.950
MARQUES,15.921
PINTO,15.829
QUINTERO,15.805
CAMARA,15.760
SALINAS,15.747
GRAU,15.734
PINEDA,15.696
DA SILVA,15.681
BOSCH,15.652
PEREA,15.554
CID,15.454
CASTILLA,15.388
CANTERO,15.356
BALLESTER,15.340
MARRERO,15.300
SANCHIS,15.176
DE LA ROSA,15.131
PALOMO,15.062
AREVALO,15.035
RINCON,14.918
CASANOVA,14.896
NICOLAS,14.872
SALA,14.858
BAENA,14.851
MIRALLES,14.842
LAGO,14.796
PORRAS,14.762
HERRANZ,14.725
CARDONA,14.720
BELMONTE,14.688
PALMA,14.618
RECIO,14.595
BARBA,14.595
ARRANZ,14.582
PINO,14.557
MUÑIZ,14.542
VENTURA,14.429
COLL,14.357
BARREIRO,14.334
COBOS,14.319
CABEZAS,14.306
SINGH,14.212
CUADRADO,14.162
ANGULO,14.078
CERVERA,14.073
VELEZ,14.049
MADRID,14.042
VAQUERO,13.967
PUENTE,13.887
OCHOA,13.815
NAVARRETE,13.801
OCAÑA,13.740
BECERRA,13.736
PUJOL,13.678
TAPIA,13.677
GRANADOS,13.597
BELLO,13.560
ALFARO,13.533
VERGARA,13.491
VALLS,13.465
PERALTA,13.436
LATORRE,13.332
GAMEZ,13.317
LOSADA,13.258
MEJIAS,13.256
CAMPO,13.200
ROVIRA,13.193
CASTELLANOS,13.155
CORRALES,13.145
ALCANTARA,13.116
SASTRE,13.111
EGEA,13.081
FALCON,13.019
BARRAGAN,13.013
ESTRADA,13.004
FRAILE,12.948
CATALAN,12.940
GODOY,12.933
CEBRIAN,12.925
CEREZO,12.858
HUERTAS,12.820
SEGOVIA,12.814
RUANO,12.765
BORREGO,12.720
AZNAR,12.717
BARBERO,12.686
MORCILLO,12.685
VALENZUELA,12.679
FERREIRO,12.663
DUARTE,12.655
SOLE,12.648
GUIJARRO,12.614
DEL VALLE,12.586
PAVON,12.572
ARJONA,12.571
TORO,12.522
CARVAJAL,12.516
FAJARDO,12.448
ARIZA,12.387
PEINADO,12.382
CANOVAS,12.290
ROMERA,12.239
SAINZ,12.231
ALCAIDE,12.224
JORGE,12.223
MELERO,12.205
MORILLO,12.177
AGUDO,12.111
GORDILLO,12.097
BARRIO,12.085
LLAMAS,12.078
TEJERO,12.060
ROYO,12.059
REAL,12.042
GALVAN,12.027
PORTILLO,12.023
LOBATO,12.021
VALDES,12.019
ROSALES,11.987
GONZALO,11.976
ESPEJO,11.971
TIRADO,11.943
DUQUE,11.879
CRIADO,11.863
DAVILA,11.823
CHAMORRO,11.816
FREIRE,11.810
DORADO,11.793
GRANDE,11.677
DOS SANTOS,11.651
FRIAS,11.619
MOYANO,11.616
ZAMBRANO,11.593
PIZARRO,11.586
CALLEJA,11.549
FIGUEROA,11.539
SOLANO,11.510
HUERTA,11.497
PLA,11.465
MOSQUERA,11.460
OLMEDO,11.445
ROSADO,11.443
DE MIGUEL,11.408
ALCAZAR,11.322
PENA,11.307
TENA,11.295
ALCALDE,11.255
FERRERO,11.232
SAENZ,11.226
PANIAGUA,11.222
ALCALA,11.218
AVILES,11.210
DEL POZO,11.150
VIVES,11.099
LLORENS,11.090
LAFUENTE,11.086
PAZOS,11.076
HERAS,11.054
NOGUERA,11.051
LIN,11.050
BONET,11.005
AMAYA,11.005
REBOLLO,11.003
GARZON,10.946
CHAVES,10.912
ARAUJO,10.895
SERNA,10.873
SALCEDO,10.859
BARTOLOME,10.848
PAEZ,10.808
SALGUERO,10.791
POVEDA,10.773
ARCE,10.771
MATEU,10.771
BRITO,10.756
WANG,10.725
VALLES,10.720
PIÑERO,10.710
ANDRADE,10.693
OLMO,10.689
HERVAS,10.686
BARRANCO,10.664
ABELLAN,10.606
QUIROS,10.590
CABEZA,10.575
HARO,10.574
GINER,10.554
VALIENTE,10.543
SOUTO,10.531
BORRAS,10.521
LLOPIS,10.476
PALOMINO,10.408
BILBAO,10.402
YAÑEZ,10.402
GARCES,10.400
ALVARADO,10.391
AHMED,10.383
BARCELO,10.381
MIRA,10.370
FUERTES,10.353
AFONSO,10.332
MELLADO,10.327
LAGUNA,10.304
CALLE,10.230
OSORIO,10.229
RIBAS,10.219
PALOMARES,10.215
MOLERO,10.195
OROZCO,10.187
CARREÑO,10.185
BORJA,10.145
CASTELLO,10.111
OSUNA,10.102
DEL CASTILLO,10.100
MAESTRE,10.025
SAN JOSE,10.014
CASTAÑEDA,10.008
PRATS,9.915
MONTESINOS,9.876
DEL PINO,9.853
CEBALLOS,9.829
ZAFRA,9.809
MINGUEZ,9.776
BELLIDO,9.772
BAEZA,9.760
PUERTAS,9.756
VILCHEZ,9.747
OLMOS,9.740
CARRERAS,9.723
FELIPE,9.716
GASCON,9.707
PAREJA,9.676
LEIVA,9.675
SEBASTIAN,9.662
VIZCAINO,9.643
URBANO,9.618
CHAVEZ,9.600
LUENGO,9.593
JAEN,9.586
PERALES,9.577
PERIS,9.559
ZARAGOZA,9.518
MURCIA,9.500
BUSTAMANTE,9.496
MONTORO,9.454
GAGO,9.445
CAMPILLO,9.434
ARCOS,9.421
ALEGRE,9.401
DE CASTRO,9.359
TEJADA,9.357
MOREIRA,9.322
CASAL,9.320
ENRIQUEZ,9.319
ACEVEDO,9.285
BAÑOS,9.260
CAÑAS,9.258
MONGE,9.257
VALERA,9.228
LEDESMA,9.220
FUSTER,9.215
NADAL,9.181
VILAR,9.178
SOBRINO,9.160
TEJEDOR,9.144
SANJUAN,9.135
BUSTOS,9.134
SEOANE,9.078
TELLO,9.057
FERRE,9.005
CAZORLA,8.972
PALLARES,8.940
ZHANG,8.931
VASQUEZ,8.927
SALMERON,8.903
ROCHA,8.889
SARMIENTO,8.866
CONESA,8.847
VERDU,8.842
MARI,8.838
JEREZ,8.834
ZABALA,8.829
RIPOLL,8.821
FERRANDO,8.809
JARA,8.787
ORELLANA,8.787
VEIGA,8.779
JORDAN,8.770
ARMAS,8.740
MORO,8.725
BAREA,8.710
MAYOR,8.710
FRAGA,8.701
MONTIEL,8.690
CATALA,8.683
SANDOVAL,8.679
BAEZ,8.669
CLIMENT,8.666
DE LEON,8.654
DEL CAMPO,8.653
BARRERO,8.647
TORTOSA,8.624
TABOADA,8.622
SAN MARTIN,8.609
LOBO,8.606
ALMEIDA,8.603
ARTEAGA,8.585
BEJARANO,8.576
AYUSO,8.565
PRADA,8.557
PRADOS,8.527
AMOROS,8.523
DIEGUEZ,8.506
ABRIL,8.492
TAMAYO,8.477
PATIÑO,8.471
MORON,8.428
PADRON,8.406
BATISTA,8.391
ALVARO,8.372
MAYA,8.354
PEÑALVER,8.354
BARROS,8.331
MANSO,8.322
CERDA,8.314
ALEMAN,8.312
INFANTE,8.300
YUSTE,8.270
GALERA,8.248
ALBERT,8.245
MAROTO,8.238
BERENGUER,8.209
RIBERA,8.181
MACHADO,8.181
NOGALES,8.181
PINILLA,8.138
JARAMILLO,8.127
MANRIQUE,8.123
MOTA,8.120
MIRO,8.106
ATIENZA,8.104
MIGUEZ,8.096
PEDROSA,8.089
VIÑAS,8.081
DIEGO,8.074
ECHEVERRIA,8.074
DEL OLMO,8.072
VILLAVERDE,8.072
SAMPEDRO,8.043
ALVES,8.026
CANALES,8.023
VILLENA,7.989
LUCENA,7.964
MEDRANO,7.954
TERUEL,7.952
DUEÑAS,7.949
CIFUENTES,7.906
ECHEVARRIA,7.893
NOVOA,7.878
MANZANARES,7.861
RAYA,7.840
UBEDA,7.833
ORTUÑO,7.832
YE,7.814
SEVILLANO,7.812
ALMAGRO,7.800
MEJIA,7.799
CHECA,7.737
ARES,7.728
MERCHAN,7.726
LUJAN,7.703
ROBLEDO,7.699
TRIGO,7.689
FRANCISCO,7.684
ACEDO,7.657
PERDOMO,7.641
DE LAS HERAS,7.641
FRANCES,7.635
MORILLAS,7.620
INIESTA,7.619
MACIA,7.610
BOLAÑOS,7.605
HERMIDA,7.603
HERREROS,7.601
ESPAÑA,7.600
SEGARRA,7.600
QUEVEDO,7.593
DE DIEGO,7.591
CAPARROS,7.587
PUERTO,7.576
BALAGUER,7.548
XU,7.541
MONTAÑO,7.516
TORRE,7.513
MATAS,7.513
ESPADA,7.474
ZAMORANO,7.470
GRANADO,7.466
IBARRA,7.455
TALAVERA,7.442
PRAT,7.441
BERNABE,7.416
PUERTA,7.415
RODRIGUES,7.402
TELLEZ,7.390
PERAL,7.387
PINA,7.380
MAYO,7.367
GIRALDO,7.354
CORONADO,7.350
LI,7.346
CUBERO,7.344
TORIBIO,7.343
BARBERA,7.341
MARIÑO,7.323
TOME,7.313
MONTILLA,7.311
BERNABEU,7.292
MONZON,7.291
LAMAS,7.284
PALACIO,7.270
BADIA,7.260
PEIRO,7.250
BUENDIA,7.246
SANMARTIN,7.245
CARRO,7.242
MOLINERO,7.235
ENCINAS,7.194
LLORET,7.189
MARTORELL,7.152
ARANA,7.149
BOIX,7.131
SAURA,7.121
RODENAS,7.117
VIVAS,7.082
PARRILLA,7.076
MELIAN,7.062
CAMPS,7.060
CERVANTES,7.060
COSTAS,7.038
MAYORAL,7.033
VALDIVIA,7.016
COCA,7.009
MELENDEZ,7.008
HINOJOSA,6.984
MARISCAL,6.973
FIDALGO,6.972
DE LOS SANTOS,6.964
TOVAR,6.952
PIQUERAS,6.951
CAÑETE,6.951
CUELLAR,6.945
QUILES,6.929
PEDRAZA,6.916
FARIÑA,6.912
PLANAS,6.893
ACUÑA,6.886
MIR,6.883
NARVAEZ,6.881
REVUELTA,6.874
ZURITA,6.854
SEPULVEDA,6.836
CARRERO,6.804
PICAZO,6.802
SALES,6.797
GOÑI,6.795
WU,6.773
LEMA,6.770
GAMERO,6.764
DIALLO,6.760
UREÑA,6.742
PARADA,6.703
CAÑADAS,6.694
FUENTE,6.688
RIAL,6.683
CESPEDES,6.679
LIU,6.663
PALAU,6.662
MESTRE,6.660
ANDUJAR,6.650
FRUTOS,6.650
GORDO,6.647
POP,6.647
PICO,6.639
GIRON,6.634
ZHOU,6.612
TORREGROSA,6.610
SOLANA,6.607
SABATER,6.604
CODINA,6.595
RUS,6.587
QUIROGA,6.576
ARNAU,6.574
ALAMO,6.565
PERERA,6.560
AMOR,6.560
ROMO,6.553
ARELLANO,6.551
CARRASCOSA,6.532
SEGUI,6.531
NOVO,6.525
ESPINOZA,6.507
ADAN,6.500
RIQUELME,6.498
GUISADO,6.496
BOTELLA,6.493
VIERA,6.489
MERA,6.484
VILCHES,6.448
AMORES,6.440
ANTOLIN,6.425
RIBES,6.413
CALATAYUD,6.391
OLIVEIRA,6.387
VEGAS,6.381
DE DIOS,6.371
FARRE,6.358
REVILLA,6.353
POPA,6.345
NEVADO,6.338
TOLEDANO,6.332
CHICO,6.330
PELLICER,6.325
HERRAIZ,6.315
HERMOSO,6.307
PAREJO,6.302
CAAMAÑO,6.274
CANTOS,6.266
RAMIRO,6.264
BENAVIDES,6.261
LORA,6.260
JAIME,6.253
LABRADOR,6.252
JIMENO,6.251
QUERO,6.244
CENTENO,6.243
NEIRA,6.243
PALAZON,6.238
NIEVES,6.231
TORRALBA,6.221
SOUSA,6.216
ALEMANY,6.213
SILVESTRE,6.208
BELDA,6.184
YAGUE,6.183
SEMPERE,6.182
VACA,6.179
ANTUNEZ,6.178
DEL MORAL,6.176
ALI,6.161
FONSECA,6.156
COMAS,6.155
VICO,6.153
ELVIRA,6.146
SACRISTAN,6.128
ROSELL,6.128
VERDUGO,6.126
GUARDIOLA,6.117
CORDON,6.115
POSTIGO,6.103
FLOREZ,6.093
MANSILLA,6.085
CAPDEVILA,6.084
GUEVARA,6.083
COLOMER,6.080
GUIRADO,6.079
HOYOS,6.072
GALIANO,6.058
MONTENEGRO,6.058
CANTO,6.053
URIARTE,6.040
RIO,6.000
FEIJOO,5.988
ROSELLO,5.987
MEGIAS,5.986
ARNAIZ,5.982
SANS,5.980
CAÑIZARES,5.970
BERROCAL,5.959
CABANILLAS,5.955
PERELLO,5.947
LLANOS,5.942
GISBERT,5.904
PIÑA,5.894
FIGUERAS,5.871
CRISTOBAL,5.870
ESPIN,5.850
AROCA,5.849
TRILLO,5.846
MAZA,5.838
GILABERT,5.833
SMITH,5.818
ALIAGA,5.790
PORTELA,5.785
CERDAN,5.782
MONTEAGUDO,5.774
GABARRI,5.768
MAÑAS,5.751
GOMES,5.743
CORNEJO,5.742
SAN JUAN,5.737
TUDELA,5.736
CHAPARRO,5.733
QUIÑONES,5.731
GARRIGA,5.730
SECO,5.694
REIG,5.691
AMADO,5.689
AMAT,5.674
CAMPOY,5.673
MESEGUER,5.657
TORREJON,5.638
JULIAN,5.625
MATOS,5.592
CARPIO,5.586
CARRANZA,5.581
MERCADO,5.570
HOLGADO,5.559
CAMINO,5.555
MURIEL,5.550
MORILLA,5.548
OVIEDO,5.543
CASTELLS,5.525
MARMOL,5.524
BASTIDA,5.518
TEJERA,5.517
SAN MIGUEL,5.517
BARRIENTOS,5.507
LIMA,5.505
ESPINO,5.497
VALCARCEL,5.494
MARTINS,5.490
OLIVERA,5.488
SALDAÑA,5.480
NOGUEIRA,5.479
GASPAR,5.473
MORERA,5.461
SAMPER,5.451
JULIA,5.442
BETANCOR,5.430
PLASENCIA,5.427
CASALS,5.420
ABREU,5.417
PARIS,5.389
IVANOV,5.378
GUIRAO,5.376
CARDOSO,5.375
GAVILAN,5.371
LILLO,5.353
MELGAR,5.338
BENAVENTE,5.324
BARBOSA,5.305
RUZ,5.296
MORATO,5.294
FLORIDO,5.288
PEREDA,5.277
UGARTE,5.264
FERRERA,5.264
CHICA,5.257
TUR,5.244
VALDERRAMA,5.242
JORDA,5.241
GOMIS,5.239
DE HARO,5.237
CALZADA,5.228
CASARES,5.210
CUETO,5.209
PUEYO,5.199
BERNARDO,5.181
ELIAS,5.181
CONEJO,5.176
RECHE,5.170
HIGUERAS,5.169
JOVER,5.166
ANAYA,5.158
LARREA,5.151
DE LA IGLESIA,5.149
MONTALVO,5.149
PAJARES,5.148
DORTA,5.142
URRUTIA,5.139
VARA,5.136
VERDEJO,5.133
ZHU,5.132
FERRERAS,5.119
FERNANDES,5.116
DE LA PEÑA,5.113
MERIDA,5.112
MATO,5.103
CABRERO,5.101
LORCA,5.098
CASERO,5.097
RIUS,5.093
SALAMANCA,5.089
GALLO,5.078
AGULLO,5.073
DAZA,5.069
LLORCA,5.066
DEL AMO,5.064
ARRIETA,5.050
SIMO,5.045
COELLO,5.042
CERRO,5.041
DENIZ,5.034
CANDELA,5.032
ASENJO,5.027
PAGES,5.018
ROPERO,5.017
BRIONES,5.006
BENAVENT,5.002
MATIAS,4.999
MAESTRO,4.998
CASANOVAS,4.995
ARAGONES,4.994
PALOMAR,4.992
BAYON,4.974
ZHENG,4.967
ALBALADEJO,4.961
ESPARZA,4.930
MONJE,4.924
TORRADO,4.922
GARAY,4.910
QUINTANILLA,4.907
GARMENDIA,4.905
VILANOVA,4.905
CORBACHO,4.905
FERRANDEZ,4.895
PUGA,4.888
ESPINAR,4.887
IRIARTE,4.884
CABO,4.881
ESCALANTE,4.877
DE LA VEGA,4.877
VADILLO,4.876
HIERRO,4.871
SABATE,4.862
MARTEL,4.859
BARRETO,4.859
BOU,4.854
BARRIGA,4.850
PINTADO,4.843
AYLLON,4.841
CAPILLA,4.840
GUARDIA,4.840
SALIDO,4.838
DONOSO,4.831
RAMA,4.828
TORMO,4.824
ZUÑIGA,4.820
MONTALBAN,4.818
RADU,4.816
LARRAÑAGA,4.814
PITA,4.811
TORRENT,4.804
BLAS,4.794
MADRIGAL,4.792
POZA,4.789
ANGUITA,4.787
VILLALOBOS,4.778
DE LA CALLE,4.777
KAUR,4.776
VAL,4.775
MIQUEL,4.770
MOLLA,4.761
MILAN,4.751
MANCEBO,4.751
BUSTO,4.740
PORCEL,4.733
DE PABLO,4.731
MONREAL,4.730
PIÑOL,4.729
TRIVIÑO,4.725
DE ANDRES,4.725
MEDIAVILLA,4.723
PORTERO,4.718
CARPINTERO,4.714
GREGORIO,4.711
IVANOVA,4.695
AMIGO,4.694
PORTA,4.689
BUITRAGO,4.686
ZORRILLA,4.679
VALENTIN,4.679
CASTILLEJO,4.678
SANABRIA,4.674
PAYA,4.672
DONAIRE,4.666
DALMAU,4.664
MENESES,4.661
BLANCH,4.654
MOLDOVAN,4.649
GIRALDEZ,4.646
CADENAS,4.643
PICON,4.643
ANGEL,4.626
DE JESUS,4.625
RABADAN,4.622
CUERVO,4.618
GARROTE,4.617
CORTIJO,4.613
ANTEQUERA,4.611
COMPANY,4.610
GRANDA,4.605
CASCALES,4.600
ALBERDI,4.598
NDIAYE,4.579
RODA,4.577
CAÑADA,4.575
ALBARRAN,4.573
CISNEROS,4.571
SARABIA,4.570
ESCRIVA,4.565
GINES,4.556
MIGUELEZ,4.548
CLAVIJO,4.546
BARAHONA,4.545
GEA,4.533
NORIEGA,4.522
MONTESDEOCA,4.517
AGUIAR,4.515
MONTAÑES,4.512
CARBAJO,4.504
LLUCH,4.502
PARRAGA,4.501
RONCERO,4.499
TERRON,4.494
PELAYO,4.483
TEIXEIRA,4.482
JODAR,4.481
REGUERA,4.481
POZUELO,4.474
MICO,4.470
VELASQUEZ,4.463
JUSTO,4.458
DE FRUTOS,4.456
ALMANSA,4.453
BERTRAN,4.450
GABARRE,4.447
PALMERO,4.434
AGUERA,4.429
BERLANGA,4.429
MARIA,4.421
PORTO,4.418
PUCHE,4.414
SILES,4.405
BAYO,4.403
REGUEIRO,4.394
RAPOSO,4.388
PRIEGO,4.385
ABELLA,4.383
ARCAS,4.378
PEÑAS,4.367
VALLADARES,4.366
DUMITRU,4.364
MORANTE,4.362
MORALEDA,4.361
MURO,4.359
DIOP,4.353
QUEROL,4.352
TRIGUERO,4.345
MORGADO,4.339
PLANA,4.335
TENORIO,4.326
CASTRILLO,4.317
ZAMBRANA,4.315
CARRACEDO,4.309
CARBO,4.308
MAQUEDA,4.307
CABAÑAS,4.300
DE OLIVEIRA,4.298
CEPEDA,4.294
VACAS,4.289
MORELL,4.289
MILLA,4.287
MONROY,4.276
GRANERO,4.274
UTRERA,4.272
GAZQUEZ,4.269
INFANTES,4.267
PANADERO,4.267
FORTES,4.253
SEDANO,4.230
ALMAZAN,4.230
ROA,4.230
MACHO,4.229
CASTEJON,4.227
RIBEIRO,4.225
MANJON,4.222
PLATA,4.220
CARAVACA,4.215
VILAS,4.213
DURA,4.213
ARREGUI,4.208
VILLARREAL,4.208
MOLINER,4.207
POMARES,4.207
CASTELL,4.205
CONCEPCION,4.200
YANG,4.200
TORNERO,4.199
ARGUELLES,4.198
CANTON,4.196
LOUREIRO,4.196
ESCALONA,4.195
ROCAMORA,4.190
DE PAZ,4.190
MULERO,4.185
ALCON,4.184
CARABALLO,4.182
PRADAS,4.178
BARON,4.174
SOTELO,4.174
CERRATO,4.166
URIBE,4.165
BARCO,4.153
ROSILLO,4.150
TEBAR,4.145
BAZAN,4.144
AMARO,4.136
ASENCIO,4.135
GANDIA,4.130
MIRAS,4.114
MACHIN,4.108
CALZADO,4.090
BOLIVAR,4.082
CUARTERO,4.081
SENDRA,4.079
CANALS,4.079
CAMPAÑA,4.076
AGUAYO,4.076
CANAL,4.075
HENRIQUEZ,4.069
IÑIGUEZ,4.062
FABREGAT,4.061
ARMENGOL,4.058
CORONEL,4.056
TORRIJOS,4.055
RIVEIRO,4.053
JAUREGUI,4.048
DE PEDRO,4.045
CONEJERO,4.039
ROMANO,4.039
QUINTAS,4.037
FELIX,4.035
TRINIDAD,4.032
VIGO,4.031
NICOLAU,4.029
LLEDO,4.027
VILARIÑO,4.022
MIRON,4.018
VENEGAS,4.016
PARRAS,4.005
RAMIS,4.001
COLOM,4.000
ABASCAL,3.999
TERAN,3.996
MANGAS,3.994
ALSINA,3.991
CUTILLAS,3.982
ESCAMILLA,3.979
ANTELO,3.974
PEDRERO,3.970
MENGUAL,3.963
DEL BARRIO,3.955
ARTILES,3.948
OLLER,3.947
COZAR,3.945
CARNERO,3.943
SEIJAS,3.942
MORATA,3.940
PABLO,3.938
FONTAN,3.923
ROQUE,3.920
AGUILA,3.918
NEBOT,3.915
GALIANA,3.915
MONFORT,3.911
ROSAS,3.911
HUGUET,3.910
TORRENTE,3.909
BARRENA,3.909
QUILEZ,3.908
CAMARERO,3.907
LLANO,3.906
PAN,3.906
DIZ,3.905
SALVATIERRA,3.901
PABLOS,3.895
CASILLAS,3.888
UCEDA,3.885
FERRO,3.883
FERRI,3.883
ORTS,3.874
LANDA,3.871
BEJAR,3.865
BUSQUETS,3.861
LAHOZ,3.860
ABADIA,3.858
ARAMBURU,3.857
TORRECILLAS,3.852
POSADA,3.849
VARO,3.846
HUSSAIN,3.842
CASES,3.841
GRAÑA,3.838
BREA,3.838
STOICA,3.838
PARRADO,3.837
DEVESA,3.837
PANTOJA,3.834
NIÑO,3.833
ARNAL,3.833
ORTA,3.828
BARCIA,3.826
HUANG,3.817
CONSTANTIN,3.817
SAN ROMAN,3.815
LAVADO,3.813
YANES,3.805
VICENT,3.795
VIEJO,3.788
COUTO,3.787
MIHAI,3.787
REINOSO,3.779
VALBUENA,3.779
TORRECILLA,3.775
STAN,3.770
ROMEO,3.768
RUA,3.765
CAYUELA,3.760
GONZALVEZ,3.758
LASO,3.757
GONZALES,3.754
VIANA,3.752
IBORRA,3.749
